"id","code","other_code","short_name","long_name","specifications","type","status","expense_id","p_uom_id","uom_multiplier","average_cost","created_at","updated_at","deleted_at","is_inventory","is_cpi","purchase_category","i_uom_id","standard_vendor_id","is_active","last_purchase_cost","is_receivable","receiving_method","company_id","service"
12,"1CVCP000010",,Bitumin,Road Bitumin,,Consumables,Active,57,1,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,1,,1,,1,MRN,1,FEMS
13,"1CVCP000011",,Blade,Blade Hack Saw 12,,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
14,"1CVCP000012",,Blade,Blade Hack Saw Junior,,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
15,"1CVCP000013",,Board,Gypsum Board 2' x 4',,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
16,"1CVCP000014",,Trap,Bottle Trap 40mm Stainless Steel,,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
17,"1CVCP000015",,Bracket,Bracket For Sofa Bed,,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
18,"1CVCP000016",,Bracket,"Bracket, GI for Hand Wash Basin",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
19,"1CVCP000017",,Bracket,"Bracket, Towel Rail",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
20,"1CVCP000018",,Broom,"Broom, Plastic Hard Type",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
21,"1CVCP000019",,Broom,"Broom, Plastic Soft Type",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
22,"1CVCP000020",,Cement,"Cement, Grey 25KG",,Consumables,Active,57,1,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,1,,1,,1,MRN,1,FEMS
23,"1CVCP000021",,Cement,"Cement, Grey 50KG",,Consumables,Active,57,1,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,1,,1,,1,MRN,1,FEMS
24,"1CVCP000022",,Cistern Flush,"Cistern Flush, High Level",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
25,"1CVCP000023",,Cistern Flush,"Cistern Flush, Low Level",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
26,"1CVCP000024",,Cistern Handle,"Cistern Handle, High Level",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
27,"1CVCP000025",,Cistern Handle,Cistern Handle Low Level,,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
28,"1CVCP000026",,Clip,Cabinet Clip,,Consumables,Active,57,12,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,12,,1,,1,MRN,1,FEMS
29,"1CVCP000027",,Curtain Roller,"Curtain Roller, PVC",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
30,"1CVCP000028",,Cutting Disc,Cutting Disc 4,,Consumables,Active,57,12,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,12,,1,,1,MRN,1,FEMS
31,"1CVCP000029",,Door Closer,"Door Closer, Heavy Duty",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
32,"1CVCP000030",,Door Knob,"Door Knob, Assembly",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
33,"1CVCP000031",,Door Latch,"Door Latch, 3 Stainless Steel",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
34,"1CVCP000032",,Door Latch,"Door Latch, 4 Stainless Steel",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
35,"1CVCP000033",,Door Latch,"Door Latch, 6 Stainless Steel",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
36,"1CVCP000034",,Door Latch,"Door Latch, 3 Brass",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
37,"1CVCP000035",,Door Latch,"Door Latch, 4 Brass",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
38,"1CVCP000036",,Door Latch,"Door Latch, 6 Brass",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
39,"1CVCP000037",,Door Pull,"Door Pull, 5 Chrome",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
40,"1CVCP000038",,Door Pull,"Door Pull, 6 Chrome",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
41,"1CVCP000039",,Door,"Door, PVC 32 x 84",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
42,"1CVCP000040",,Door,"Door, PVC 34 x 82",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
43,"1CVCP000041",,Door,"Door, Wooden 30 x 80",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
44,"1CVCP000042",,Door Handle,Door Handle 4,,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
45,"1CVCP000043",,Door Opening,"Door Opening, Lock Set",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
46,"1CVCP000044",,Socket,"Fitting Socket, Brass 1/2",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
47,"1CVCP000045",,Socket,"Fitting Socket, Brass 3/4",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
48,"1CVCP000046",,Socket,"Fitting Socket, Brass 1",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
49,"1CVCP000047",,Socket,"Fitting Socket, G.I 1/2",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
50,"1CVCP000048",,Socket,"Fitting Socket, G.I 3/4",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
51,"1CVCP000049",,Socket,"Fitting Socket, G.I 1",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
52,"1CVCP000050",,Socket,"Fitting Socket, PVC 1/2",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
53,"1CVCP000051",,Socket,"Fitting Socket, PVC 3/4",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
54,"1CVCP000052",,Socket,"Fitting Socket, PVC 1",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
55,"1CVCP000053",,Socket Tee,"Fitting Socket Tee, Brass 1/2",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
56,"1CVCP000054",,Socket Tee,Fitting Socket Tee Brass 3/4,,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
57,"1CVCP000055",,Socket Tee,"Fitting Socket Tee, Brass 1",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
58,"1CVCP000056",,Socket Tee,"Fitting Socket Tee, G.I 1/2",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
59,"1CVCP000057",,Socket Tee,"Fitting Socket Tee, G.I 3/4",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
60,"1CVCP000058",,Socket Tee,"Fitting Socket Tee, G.I 1",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
61,"1CVCP000059",,Socket Tee,"Fitting Socket Tee, PVC 1/2",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
62,"1CVCP000060",,Socket Tee,"Fitting Socket Tee, PVC 3/4",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
63,"1CVCP000061",,Socket Tee,"Fitting Socket Tee, PVC 1",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
64,"1CVCP000062",,Socket Elbow,"Fitting Socket Elbow, 90 Degree Brass 1/2",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
65,"1CVCP000063",,Socket Elbow,"Fitting Socket Elbow, 90 Degreee Brass 3/4",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
66,"1CVCP000064",,Socket Elbow,"Fitting Socket Elbow, 90 Degree Brass 1",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
67,"1CVCP000065",,Socket Elbow,"Fitting Socket Elbow, 90 Degree G.I 1/2",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
68,"1CVCP000066",,Socket Elbow,"Fitting Socket Elbow, 90 Degree G.I 3/4",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
69,"1CVCP000067",,Socket Elbow,"Fitting Socket Elbow, 90 Degree G.I 1",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
70,"1CVCP000068",,Socket Elbow,"Fitting Socket Elbow, 90 Degree PVC 1/2",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
71,"1CVCP000069",,Socket Elbow,"Fitting Socket Elbow, 90 Degree PVC 3/4",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
72,"1CVCP000070",,Socket Elbow,"Fitting Socket Elbow, 90 Degree PVC 1",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
73,"1CVCP000071",,Socket Male,Fitting Socket Male,,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
74,"1CVCP000072",,Hose,Flexible Hose 12,,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
75,"1CVCP000073",,Hose,Flexible Hose 14,,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
76,"1CVCP000074",,Hose,Flexible Hose 16,,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
77,"1CVCP000075",,Hose,Flexible Hose 18,,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
78,"1CVCP000076",,Floating Ball,"Floating Ball Plastic, Water Tank",,Consumables,Active,57,16,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,16,,1,,1,MRN,1,FEMS
79,"1CVCP000077",,Floor Strainer,"Floor Strainer, Square 4 x 4",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
80,"1CVCP000078",,Floor Strainer,"Floor Strainer, Square 6 x 6",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
81,"1CVCP000079",,Glue,"Glue, PVC 500g",,Consumables,Active,57,17,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,17,,1,,1,MRN,1,FEMS
82,"1CVCP000080",,Gum Durabond,Gum Durabond 3.5L,,Consumables,Active,57,17,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,17,,1,,1,MRN,1,FEMS
83,"1CVCP000081",,Gum Kangaroo,Gum Kangaroo 4L,,Consumables,Active,57,17,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,17,,1,,1,MRN,1,FEMS
84,"1CVCP000082",,Board,Gypsum Board 4 x 8,,Consumables,Active,57,12,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,12,,1,,1,MRN,1,FEMS
85,"1CVCP000083",,Bolt,Hex Bolt 3mm,,Consumables,Active,57,12,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,12,,1,,1,MRN,1,FEMS
86,"1CVCP000084",,Bolt,Hex Bolt 4mm,,Consumables,Active,57,12,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,12,,1,,1,MRN,1,FEMS
87,"1CVCP000085",,Bolt,Hex Bolt 5mm,,Consumables,Active,57,12,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,12,,1,,1,MRN,1,FEMS
88,"1CVCP000086",,Bolt,Hex Bolt 6mm,,Consumables,Active,57,12,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,12,,1,,1,MRN,1,FEMS
89,"1CVCP000087",,Bolt,Hex Bolt 8mm,,Consumables,Active,57,12,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,12,,1,,1,MRN,1,FEMS
90,"1CVCP000088",,Bolt,Hex Bolt 10mm,,Consumables,Active,57,12,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,12,,1,,1,MRN,1,FEMS
91,"1CVCP000089",,Bolt,Hex Bolt 12mm,,Consumables,Active,57,12,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,12,,1,,1,MRN,1,FEMS
92,"1CVCP000090",,Bolt,Hex Bolt 14mm,,Consumables,Active,57,12,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,12,,1,,1,MRN,1,FEMS
93,"1CVCP000091",,Nut,Hex Nut 3mm,,Consumables,Active,57,12,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,12,,1,,1,MRN,1,FEMS
94,"1CVCP000092",,Nut,Hex Nut 4mm,,Consumables,Active,57,12,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,12,,1,,1,MRN,1,FEMS
95,"1CVCP000093",,Nut,Hex Nut 5mm,,Consumables,Active,57,12,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,12,,1,,1,MRN,1,FEMS
96,"1CVCP000094",,Nut,Hex Nut 6mm,,Consumables,Active,57,12,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,12,,1,,1,MRN,1,FEMS
97,"1CVCP000095",,Nut,Hex Nut 8mm,,Consumables,Active,57,12,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,12,,1,,1,MRN,1,FEMS
98,"1CVCP000096",,Nut,Hex Nut 10mm,,Consumables,Active,57,12,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,12,,1,,1,MRN,1,FEMS
99,"1CVCP000097",,Nut,Hex Nut 12mm,,Consumables,Active,57,12,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,12,,1,,1,MRN,1,FEMS
100,"1CVCP000098",,Nut,Hex Nut 14mm,,Consumables,Active,57,12,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,12,,1,,1,MRN,1,FEMS
101,"1CVCP000099",,Hinges,Hinges 3 Stainless Steel,,Consumables,Active,57,12,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,12,,1,,1,MRN,1,FEMS
102,"1CVCP000100",,Hinges,Hinges 4 Stainless Steel,,Consumables,Active,57,12,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,12,,1,,1,MRN,1,FEMS
103,"1CVCP000101",,Hinges,Hinges 5 Stainless Steel,,Consumables,Active,57,12,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,12,,1,,1,MRN,1,FEMS
104,"1CVCP000102",,Hinges,Hinges 3 Brass,,Consumables,Active,57,12,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,12,,1,,1,MRN,1,FEMS
105,"1CVCP000103",,Hinges,Hinges 4 Brass,,Consumables,Active,57,12,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,12,,1,,1,MRN,1,FEMS
106,"1CVCP000104",,Hinges,Hinges 5 Brass,,Consumables,Active,57,12,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,12,,1,,1,MRN,1,FEMS
107,"1CVCP000105",,Hook,Hook 1 Brass,,Consumables,Active,57,12,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,12,,1,,1,MRN,1,FEMS
108,"1CVCP000106",,Hose,Flexible Hose 24 x 1/2,,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
109,"1CVCP000107",,Knob,"Knob, Metal",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
110,"1CVCP000108",,Knob,"Knob, PVC",,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,1,0,Standard,19,,1,,1,MRN,1,FEMS
111,"1CVCP000109",,Ladder,"Ladder, Aluminium 5 Step",,Tool,Active,73,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,0,0,Standard,19,,1,,1,GRN,1,FEMS
112,"1CVCP000110",,Ladder,"Ladder, Aluminium 6 Step",,Tool,Active,73,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,0,0,Standard,19,,1,,1,GRN,1,FEMS
113,"1CVCP000111",,Ladder,"Ladder, Aluminium 7 Step",,Tool,Active,73,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,0,0,Standard,19,,1,,1,GRN,1,FEMS
114,"1CVCP000112",,Ladder,"Ladder, Aluminium 8 Step",,Tool,Active,73,19,1.00,,"2017-12-29 05:34:40","2017-12-29 05:34:40",,0,0,Standard,19,,1,,1,GRN,1,FEMS
115,"1CVCP000113",,Ladder,"Ladder, Aluminium 9 Step",,Tool,Active,73,19,1.00,,"2017-12-29 05:34:41","2017-12-29 05:34:41",,0,0,Standard,19,,1,,1,GRN,1,FEMS
116,"1CVCP000114",,Ladder,"Ladder, Aluminium 10 Step",,Tool,Active,73,19,1.00,,"2017-12-29 05:34:41","2017-12-29 05:34:41",,0,0,Standard,19,,1,,1,GRN,1,FEMS
117,"1CVCP000115",,Ladder,"Ladder, Aluminium 7 Step Double Side",,Tool,Active,73,19,1.00,,"2017-12-29 05:34:41","2017-12-29 05:34:41",,0,0,Standard,19,,1,,1,GRN,1,FEMS
118,"1CVCP000116",,Ladder,"Ladder, Aluminium 8 Step Double Side",,Tool,Active,73,19,1.00,,"2017-12-29 05:34:41","2017-12-29 05:34:41",,0,0,Standard,19,,1,,1,GRN,1,FEMS
119,"1CVCP000117",,Lock,Cam Lock 20mm,,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:41","2017-12-29 05:34:41",,1,0,Standard,19,,1,,1,MRN,1,FEMS
120,"1CVCP000118",,Lock,Cam Lock 30mm,,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:41","2017-12-29 05:34:41",,1,0,Standard,19,,1,,1,MRN,1,FEMS
121,"1CVCP000119",,Lock,Aluminium Door Lock,,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:41","2017-12-29 05:34:41",,1,0,Standard,19,,1,,1,MRN,1,FEMS
122,"1CVCP000120",,Lock,Yale Door Lock,,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:41","2017-12-29 05:34:41",,1,0,Standard,19,,1,,1,MRN,1,FEMS
123,"1CVCP000121",,Lock,Cylindrical Door Lock,,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:41","2017-12-29 05:34:41",,1,0,Standard,19,,1,,1,MRN,1,FEMS
124,"1CVCP000122",,Lock,Drawer Lock,,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:41","2017-12-29 05:34:41",,1,0,Standard,19,,1,,1,MRN,1,FEMS
125,"1CVCP000123",,Lock,Window Lock (Left/Right),,Consumables,Active,57,19,1.00,,"2017-12-29 05:34:41","2017-12-29 05:34:41",,1,0,Standard,19,,1,,1,MRN,1,FEMS
126,"1CVCP000124","",Nails,Nails Headless 1,"",Consumables,Active,57,8,1.00,1.0000,"2017-12-29 05:34:41","2018-09-19 17:14:20",,1,0,Standard,12,,1,,1,MRN,1,FEMS
127,"1CVCP000125","",Nails,Nails Headless 1 1/2,"",Consumables,Active,57,8,1.00,1.0000,"2017-12-29 05:34:41","2018-09-19 17:14:39",,1,0,Standard,12,,1,,1,MRN,1,FEMS
128,"1CVCP000126","",Nails,Nails 1,"",Consumables,Active,57,8,1.00,1.0000,"2017-12-29 05:34:41","2018-09-19 17:14:57",,1,0,Standard,12,,1,,1,MRN,1,FEMS
129,"1CVCP000127","",Nails,Nails 1 1/2,"",Consumables,Active,57,8,1.00,1.0000,"2017-12-29 05:34:41","2022-10-05 04:18:41",,1,0,Standard,8,,1,,1,MRN,1,FEMS
130,"1CVCP000128","",Nails,Nails 2,"",Consumables,Active,57,8,1.00,1.0000,"2017-12-29 05:34:41","2018-09-19 17:15:34",,1,0,Standard,12,,1,,1,MRN,1,FEMS
131,"1CVCP000129","",Nails,Nails 2 1/2,"",Consumables,Active,57,8,1.00,1.0000,"2017-12-29 05:34:41","2018-09-19 17:15:52",,1,0,Standard,12,,1,,1,MRN,1,FEMS
