"id","code","name","registration_number","incorporation_date","sap_code","is_bumi","type","category","is_gst","gst_number","gst_type","is_foreign","country_id","is_specialized","status","created_at","updated_at","deleted_at","origin_country_id","street","city","state_id","postcode","tel_no","fax_no","email","contact_person","designation","is_approved","scope_of_work","company_id","service","hp_no","is_precision","credit_limit","credit_terms","credit_updated_at","credit_review","credit_remarks"
16,VRC-00014,AA PLUS MARKETING,,"2007-03-05",OMSB0005,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,CONSTRUCTION WORKS & SUPPLY(AGRICULTURE),1,FEMS,,0,,,,,
17,VRC-00015,GREEN PROSPECT RESOURCES SDN BHD,,"2009-03-19",OMSB0137,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,MAINTENANCE AND LANDSCAPING,1,FEMS,,0,,,,,
18,VRC-00016,HUA NGONG  (STATIONERIES & SEWING ACCESSORIES),,"2001-07-26",OMSB0168,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,STATIONERIES,1,GENERAL,,0,,,,,
19,VRC-00017,DUNCAN TRADING COMPANY,,"2003-03-31",OMSB0096,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,SUPPLY OF STATIONERY OFFICE EQUIPMENT,1,GENERAL,,0,,,,,
20,VRC-00018,SHOREFIELD SDN BHD,,"1993-09-29",OMSB0508,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,POWER & ENERGY & INSTALLATION WORKS,1,FEMS,,0,,,,,
21,VRC-00019,SOON HENG COMPANY,,"1960-03-24",OMSB0409,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,HARDWARE,1,FEMS,,0,,,,,
22,VRC-00020,TAN MIN HOO,,"1980-03-26",OMSB0443,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,"GENERAL TRADING, ENGINE SPARE PARTSTAILORING",1,GENERAL,,0,,,,,
23,VRC-00021,CHUA SENG SENG COMPANY,,"1971-03-26",OMSB0066,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,GENERAL TRADING / HARDWARE,1,FEMS,,0,,,,,
24,VRC-00022,CHENG HUI AIRCOND & REF. SERVICES,,"2007-07-09",OMSB0055,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,AIRCOND & REF SERVICE,1,FEMS,,0,,,,,
25,VRC-00023,TING SEI KING ELECTRICAL,,"1996-07-30",OMSB0461,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,ELECTRICAL SUPPLIES,1,FEMS,,0,,,,,
26,VRC-00024,HH SYNKEE SDN BHD,,"2015-02-05","",0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,HARDWARECONSTRUCTION,1,FEMS,,0,,,,,
27,VRC-00025,JIAMEI AIRCOND & REF SERVICE,,"2015-09-14",OMSB0181,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,AIRCOND & REF SERVICE,1,FEMS,,0,,,,,
28,VRC-00026,MEDICWORLD SDN BHD,,"2010-02-24",OMSB0607,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,MEDICAL EQUIPMENT,1,BEMS,,0,,,,,
29,VRC-00027,H & K ENGINEERING SDN BHD,,"2012-05-29","",0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,HVAC SYSTEM,1,FEMS,,0,,,,,
30,VRC-00028,SENG TAT ELECTRICAL &  REFRIGERATION SERVICES,,"1994-05-11",OMSB0386,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,AIRCOND & ELECTRICAL SUPPLIES,1,FEMS,,0,,,,,
31,VRC-00029,SYARIKAT BUDAYA,,"1992-07-15",OMSB0420,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,GENERAL CONTRACTOR & SUPPLIES- ELECTRICAL & ENGINEERING EQUIPMENT,1,FEMS,,0,,,,,
32,VRC-00030,K-ABADI TRADING,,"2009-07-02",OMSB0656,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,SALES & SUPPLY OFDISPOSABLE AND MEDICAL EQUIPMENT,1,BEMS,,0,,,,,
33,VRC-00031,CELESTIAL SCIENTIFIC SDN BHD,,"2006-02-14",OMSB0535,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,"ELECTRONICS, ELECTRICAL AND MEDICAL:EQUIPMENT/SPARE-PART/ACCESSORY/CONSUMABLE",1,BEMS,,0,,,,,
34,VRC-00032,ISQL CORPORATION (M) SDN BHD,,"2004-06-21","",0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,"ELECTRICAL, INSTRUMENTATION & MEDICAL:PROVIDE COMPREHENSIVE PRODUCT, SYSTEMS AND ENGINEERING SOLUTION, CONSULTANCY, TRAINING, SUPPORT SERVICES & CALIBRATION",1,FEMS,,0,,,,,
35,VRC-00033,SMART INSTRUMENTS (M) SDN BHD,,"2006-05-19",OMSB0734,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,"ELECTRICAL & BIOMEDICAL TEST INSTRUMENTS, REPAIRS, RENTAL, CALIBRATION AND TRAINING",1,BEMS,,0,,,,,
36,VRC-00034,H.T. ENTERPRISE,,"2003-11-24",OMSB0141,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,"TAILORING, LINEN & GOODS",1,LLS,,0,,,,,
37,VRC-00035,WAJAAZALLI SDN BHD,,"2014-02-19","",0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,AIR CONDITIONING SYSTEMAIRDUCTING CLEANING,1,FEMS,,0,,,,,
38,VRC-00036,BIOMED ENGINEERING SDN BHD,,"2011-03-21","",0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,"SUPPLYING MEDICAL PARTS, REPAIR SERVICE & PLANNED PREVENTIVE MAINTENANCE (PPM) SERVICE",1,BEMS,,0,,,,,
39,VRC-00037,BCE UNITED SDN BHD,,"2008-05-16",OMSB0743,0,Specialized Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,MEDICAL LAB EQUIPMENT,1,BEMS,,0,,,,,
40,VRC-00038,MUTIARA JAYATEKNIK ENGINEERING SDN BHD,,"2014-02-28",OMSB0811,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,ELECTRICAL & AUTOMATION SERVICES,1,FEMS,,0,,,,,
41,VRC-00039,TOTAL IFM SDN BHD,,"1999-07-02",OMSB0468,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,"SPECIALIZED IN FACILITY MANAGEMENT, ICT PROJECT MANAGEMENT, GREEN TECHNOLOGY & M&E SERVICES",1,FEMS,,0,,,,,
42,VRC-00040,DELTA MEDISAINS (M) SDN BHD,,"1993-06-08",OMSB0766,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,MEDICAL SERVICES,1,BEMS,,0,,,,,
43,VRC-00041,ALL EIGHTS (M) SDN BHD,,"1983-03-09",OMSB0559,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,CLINICAL DIAGNOSTIC DISTRIBUTOR,1,BEMS,,0,,,,,
44,VRC-00042,AVANTGARDE HEALTHCARE SDN BHD,,"2001-06-23",OMSB0675,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,MEDICAL EQUIPMENT DISTRIBUTOR,1,BEMS,,0,,,,,
45,VRC-00043,GAYA MEDI-IMAGE SDN BHD,,"2003-03-14",OMSB0612,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,MEDICAL SPARE & EQUIPMENTS,1,BEMS,,0,,,,,
46,VRC-00044,TAN KHOON SIA AUTO SDN BHD,,"2005-10-04",OMSB0442,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,VEHICLE MAINTENANCE,1,FEMS,,0,,,,,
47,VRC-00045,SYARIKAT KENANGA INDAH,,"2009-06-16","",0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,GROUND MAINTENANCE,1,FEMS,,0,,,,,
48,VRC-00046,NETWORK SAUJANA CORPORATION,,"2014-11-14","",0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,SUPPLY MEDICAL EQUIPMENT,1,BEMS,,0,,,,,
49,VRC-00047,SEALPACK ENGINEERING SDN BHD,,"1983-11-16",OMSB0383,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,ENGINEERING WORK,1,FEMS,,0,,,,,
50,VRC-00048,INFINITY PAN ASIA SDN BHD,,"2015-01-12",OMSB0572,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,SUPPLY OF SPARES AND ACCESSORIES FOR BIOMEDICAL EQUIPMENT,1,BEMS,,0,,,,,
51,VRC-00049,WAN AND ZAIM SDN BHD,,"2009-01-23",OMSB0488,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,"GROUND MAINTENANCE, AIR CONDITIONING WORKS, AND PAINTING",1,FEMS,,0,,,,,
52,VRC-00050,GENESIS TECHNOLOGIES,,"1998-09-14","",0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,SUPPLY COMPUTER & IT EQUIPMENT,1,MIS,,0,,,,,
53,VRC-00051,UNITED CONSOLIDATED SDN BHD,,"2008-04-24",OMSB0537,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,LIGHTING PROVIDER FOR SPECIAL APPLICATION LIGHTING & GENERAL LIGHTING,1,BEMS,,0,,,,,
54,VRC-00052,DREW AMEROID (M) SDN BHD,,"1974-07-03",OMSB0094,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,WATER TREATMENT INDUSTRY,1,FEMS,,0,,,,,
55,VRC-00053,EPR (KUCHING) SDN BHD,,"1995-04-27","",0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,CONSTRUCTION AND SERVICES,1,FEMS,,0,,,,,
56,VRC-00054,SYARIKAT KAI NGUONG NURSERY (M)  SDN BHD,,"1986-11-22",OMSB0426,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,GROUND MAINTENANCE,1,FEMS,,0,,,,,
57,VRC-00055,LIN SEN TRADING SDN BHD,,"1982-04-26",OMSB0253,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,HARDWARE,1,GENERAL,,0,,,,,
58,VRC-00056,MALMEDICO SDN BHD,,"1985-02-07",OMSB0775,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,MEDICAL EQUIPMENT SUPPLIER - SOLE DISTRIBUTOR FOR SORIN GROUP,1,BEMS,,0,,,,,
59,VRC-00057,GELIGA SISTEM SDN. BHD.,,"1988-01-21","",0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,MEDICAL EQUIPMENT,1,BEMS,,0,,,,,
60,VRC-00058,AL GLOBAL CORPORATION (M) SDN. BHD.,,"2008-11-18",OMSB0599,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,BIOMEDICAL SUPPLIER & SERVICE,1,BEMS,,0,,,,,
61,VRC-00059,PEMBINAAN RASSNORM SDN. BHD.,,"2000-04-22","",0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,CIVIL WORKS & CONSTRUCTION,1,FEMS,,0,,,,,
62,VRC-00060,KEJURUTERAAN RASSHIN SDN. BHD.,,"1993-06-19","",0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,CIVIL WORKS & CONSTRUCTION,1,FEMS,,0,,,,,
63,VRC-00061,ROBERT SCIENTIFIC COMPANY SDN. BHD.,,"1981-09-17",OMSB0367,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,"SUPPLY LABORATORY & MEDICAL GLASSWARE, CHEMICAL & EQUIPMENT",1,FEMS,,0,,,,,
64,VRC-00062,THONG CHONG HARDWARE TRADING,,"1992-03-06",OMSB0459,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,HARDWARE,1,GENERAL,,0,,,,,
65,VRC-00063,BORNEO PHARMACY SUPPLIES SDN. BHD.,,"1977-10-08",OMSB0579,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,"IMPORT, EXPORT PHARMACEUTICAL DRUGS MEDICAL LABORATORY EQUIPMENT AND RELATED SERVICES",1,FEMS,,0,,,,,
66,VRC-00064,MATRIX OPTICS (M) SDN. BHD.,,"1995-10-13",OMSB0593,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,MEDICAL & SCIENTIFIC EQUIPMENT,1,BEMS,,0,,,,,
67,VRC-00065,BP ENVIRONMENTAL TESTING SDN. BHD.,,"2011-10-18",OMSB0601,0,Specialized Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,LAB TESTING,1,BEMS,,0,,,,,
68,VRC-00066,MEDICA RESOURCES SDN BHD,,"2007-06-08",OMSB0592,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,VITRO TESTING,1,BEMS,,0,,,,,
69,VRC-00067,WEE YANG HARDWARE SDN BHD,,"2002-01-18",OMSB0489,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,HARDWARE SAFETY PRODUCT,1,FEMS,,0,,,,,
70,VRC-00068,ESSENTRA MALAYSIA SDN BHD,,"1997-01-27",OMSB0573,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,MARKETING OF SECURITY SEAL,1,FEMS,,0,,,,,
71,VRC-00069,UNITED TECHNOLOGY TECHNICAL SERVICES,,"1988-05-26",OMSB0478,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,"SUPPLY, REPAIR AND SERVICE ELECTRICAL",1,BEMS,,0,,,,,
72,VRC-00070,PHARMANIAGA LOGISTICS SDN BHD,,"1993-04-08",OMSB0340,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,DISTRIBUTOR OF PHAMACEUTICEUL & HEALTHCARE RELATED PRODUCTS,1,FEMS,,0,,,,,
73,VRC-00071,KLASSE ENTERPRISE,,"1982-05-07",OMSB0202,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,"SUPPLIER OF CLEANING MACHINES, EQUIPMENT & CHEMICALS",1,FEMS,,0,,,,,
74,VRC-00072,PENCAK MEKAR SDN. BHD.,,"1995-11-01","",0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,"SEWERAGE, SEPTIC SERVICES & PEST CONTROL",1,FEMS,,0,,,,,
75,VRC-00073,BATU TEMBANG ENTERPRISE,,"2001-10-01","",0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,GENERAL CONTRACTOR,1,FEMS,,0,,,,,
76,VRC-00074,DAYA CERGAS (M) SDN. BHD.,,"1989-07-03",OMSB0602,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,MEDICAL EQUIPMENT SUPPLY & SERVICES,1,BEMS,,0,,,,,
77,VRC-00075,UNIVERSAL INDOOR AIR CONDITION AND ELECTRICAL WORKS,,"2008-09-09",OMSB0619,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,AIRCOND & ELECTRICAL WORKS,1,FEMS,,0,,,,,
78,VRC-00076,CHEW ELECTRICAL & AIR-CONDITIONING SERVICES,,"1984-10-13",OMSB0536,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,SALE & REPAIR ELECTRICAL TOOL,1,FEMS,,0,,,,,
79,VRC-00077,AIR SOLUTIONS SDN. BHD.,,"1997-07-05",OMSB0012,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,AIR FILTRATION PRODUCT,1,FEMS,,0,,,,,
80,VRC-00078,INTESYS TRADING,,"2007-04-23",OMSB0588,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,"SUPPLY OF STATIONERY OFFICE EQUIPMENT, COMPUTER ACCESSORIES & MEDICAL EQUIPMENT",1,BEMS,,0,,,,,
81,VRC-00079,C.P.W.T. SUPPLIES AND SERVICES,,"2009-08-26","",0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,AIR CONDITIONERFIRE FIGHTING SYSTEMS,1,FEMS,,0,,,,,
82,VRC-00080,B. BRAUN MEDICAL SUPPLIES SDN. BHD.,,"1980-03-22",OMSB0664,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,MEDICAL EQUIPMENT,1,BEMS,,0,,,,,
83,VRC-00081,LICENTOKIL (M) SDN. BHD.,,"2007-03-06",OMSB0873,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,SEWERAGE TREATMENT PLANT/SEPTIC TANKDESLUDGING & PEST CONTROL,1,FEMS,,0,,,,,
84,VRC-00082,LICENTOBUILD SDN. BHD.,,"2009-07-01",OMSB0246,0,Contractor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,SEWERAGE TREATMENT PLANT/SEPTIC TANKDESLUDGING & PEST CONTROL,1,FEMS,,0,,,,,
85,VRC-00083,OGOSIN SDN. BHD.,,"1979-08-08",OMSB0307,0,Standard Vendor,"",0,,,0,,0,Active,"2018-01-04 13:04:50","2018-02-19 22:29:44","2018-02-19 22:29:44",,,,,,"","",,,,0,CLEANING SUPPLIES,1,CLS,,0,,,,,
